subset_threshold, dominating_set, doublets, isolated_nodes
AbChStruc_fv_IgL_human_0.8,"'AbChain_14_charge', 'AbChain_4_charge', 'AbStruc_proximal_interactions'","{'AbChain_small_content', 'AbChain_av_resdiue_weight'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_mw', 'AbChain_length', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgL_human_0.9,"'AbChain_3_charge', 'AbChain_13_charge', 'AbStruc_proximal_interactions', 'AbChain_9_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_mw', 'AbChain_length', 'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_sasa', 'AbStruc_schains_sasa', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbChStruc_fv_IgL_mouse_0.1,"'AbChain_aromatic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_hbonds', 'AbChain_hmom', 'AbStruc_pi_helices', 'AbStruc_steric_clashes', 'AbStruc_psi_angle', 'AbStruc_carbonyl_interactions', 'AbStruc_ibonds'","",""
AbChStruc_fv_IgL_mouse_0.2,"'AbStruc_phi_angle', 'AbStruc_sasa', 'AbStruc_steric_clashes', 'AbStruc_vdw_interactions', 'AbStruc_carbonyl_interactions', 'AbChain_percentextcoef', 'AbStruc_folding_energy', 'AbChain_full_average_rank'","","'AbChain_immunopeptide_regions_span', 'AbStruc_pi_helices', 'AbStruc_hbonds'"
AbChStruc_fv_IgL_mouse_0.3,"'AbChain_full_average_rank', 'AbChain_hmom', 'AbStruc_folding_energy', 'AbStruc_loops', 'AbChain_solubility', 'AbStruc_ncharge_hetrgen', 'AbStruc_ibonds', 'AbStruc_free_cys', 'AbStruc_plane_group_interactions', 'AbStruc_schains_sasa', 'AbChain_length', 'AbStruc_vdw_clashes', 'AbChain_percentextcoef', 'AbStruc_psi_angle', 'AbChain_cysbridges_molextcoef'","","'AbChain_immunopeptide_regions_span', 'AbStruc_pi_helices', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds'"
AbChStruc_fv_IgL_mouse_0.4,"'AbStruc_loops', 'AbChain_aromatic_content', 'AbStruc_plane_group_interactions', 'AbStruc_psi_angle', 'AbStruc_aromatic_interactions', 'AbStruc_mean_interaction_distance', 'AbStruc_cys_bridges', 'AbChain_num_strong_binders', 'AbStruc_threeten_helices', 'AbStruc_folding_energy', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbChain_instaindex', 'AbChain_mw', 'AbChain_13_charge', 'AbChain_hydrophobicity'","","'AbChain_hmom', 'AbChain_immunopeptide_regions_span', 'AbStruc_pi_helices', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_free_cys', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgL_mouse_0.5,"'AbStruc_atom_plane_sum', 'AbChain_mw', 'AbChain_hydrophobicity', 'AbStruc_cys_bridges', 'AbStruc_mean_interaction_distance', 'AbStruc_plane_group_interactions', 'AbStruc_folded_pI', 'AbStruc_vdw_interactions', 'AbChain_length', 'AbStruc_beta_strands', 'AbStruc_phi_angle', 'AbChain_num_weak_binders', 'AbChain_full_average_rank'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_threeten_helices', 'AbStruc_pi_helices', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgL_mouse_0.6,"'AbStruc_weak_pbonds', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbStruc_beta_bridges', 'AbStruc_pbonds', 'AbStruc_beta_strands', 'AbStruc_unfolded_pI', 'AbStruc_cys_bridges', 'AbStruc_plane_group_interactions', 'AbChain_hydrophobicity', 'AbStruc_phi_angle', 'AbStruc_cation_pi_interactions', 'AbStruc_carbon_pi_interactions', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_amide_ring_interactions', 'AbChain_av_resdiue_weight', 'AbStruc_mean_interaction_distance'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_length', 'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_threeten_helices', 'AbStruc_pi_helices', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgL_mouse_0.7,"'AbChain_hydrophobicity', 'AbStruc_pbonds', 'AbStruc_donor_pi_interactions', 'AbStruc_plane_group_interactions', 'AbStruc_cys_bridges', 'AbStruc_atom_plane_sum', 'AbChain_1_charge', 'AbChain_12_charge'","{'AbChain_av_resdiue_weight', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbStruc_loops', 'AbStruc_beta_strands'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_length', 'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_threeten_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgL_mouse_0.8,"'AbStruc_proximal_interactions', 'AbStruc_cys_bridges', 'AbChain_14_charge', 'AbChain_5_charge'","{'AbChain_av_resdiue_weight', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_length', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgL_mouse_0.9,"'AbStruc_proximal_interactions', 'AbChain_13_charge', 'AbChain_6_charge', 'AbChain_1_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_mw', 'AbChain_length', 'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbChStruc_fv_IgM_human_0.1,"'AbStruc_amide_ring_interactions', 'AbStruc_alpha_helices', 'AbStruc_ibonds', 'AbStruc_loops', 'AbStruc_ncharge_hetrgen', 'AbStruc_cys_bridges', 'AbChain_immunopeptide_regions_span', 'AbStruc_steric_clashes'","","'AbStruc_pi_helices', 'AbStruc_weak_hbonds'"
AbChStruc_fv_IgM_human_0.2,"'AbStruc_ibonds', 'AbStruc_beta_bridges', 'AbChain_length', 'AbChain_nonpolar_content', 'AbStruc_beta_turns', 'AbStruc_hbonds', 'AbStruc_carbon_pi_interactions', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_steric_clashes', 'AbChain_solubility', 'AbStruc_cys_bridges'","","'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_weak_hbonds'"
AbChStruc_fv_IgM_human_0.3,"'AbChain_aliphatic_content', 'AbStruc_loops', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_turns', 'AbChain_solubility', 'AbStruc_plane_group_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_phi_angle', 'AbChain_1_charge', 'AbStruc_folding_energy', 'AbStruc_plane_plane_interactions', 'AbStruc_free_cys', 'AbStruc_ncharge_hetrgen'","","'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_cys_bridges'"
AbChStruc_fv_IgM_human_0.4,"'AbStruc_aromatic_interactions', 'AbStruc_pcharge_hetrgen', 'AbStruc_amide_ring_interactions', 'AbStruc_phi_angle', 'AbChain_tiny_content', 'AbChain_hmom', 'AbStruc_ncharge_hetrgen', 'AbStruc_carbonyl_interactions', 'AbChain_11_charge', 'AbStruc_mean_interaction_distance', 'AbChain_nonpolar_content', 'AbStruc_free_cys', 'AbStruc_plane_group_interactions', 'AbStruc_beta_strands', 'AbChain_aliphatic_content', 'AbStruc_loops', 'AbStruc_atom_plane_sum'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}","'AbChain_solubility', 'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges'"
AbChStruc_fv_IgM_human_0.5,"'AbChain_av_resdiue_weight', 'AbStruc_free_cys', 'AbStruc_plane_group_interactions', 'AbChain_min_rank', 'AbStruc_lauer_SAP', 'AbChain_6_charge', 'AbChain_nonpolar_content', 'AbChain_hmom', 'AbStruc_atom_plane_sum', 'AbStruc_vdw_clashes', 'AbStruc_weak_pbonds', 'AbChain_aromatic_content'","{'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgM_human_0.6,"'AbStruc_cation_pi_interactions', 'AbChain_hydrophobicity', 'AbStruc_pbonds', 'AbStruc_vdw_clashes', 'AbStruc_plane_group_interactions', 'AbChain_10_charge', 'AbChain_length', 'AbChain_num_strong_binders', 'AbStruc_atom_plane_sum', 'AbStruc_free_cys', 'AbChain_molextcoef', 'AbChain_small_content', 'AbChain_aromatic_content'","{'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgM_human_0.7,"'AbChain_10_charge', 'AbStruc_schains_sasa', 'AbChain_num_strong_binders', 'AbStruc_free_cys', 'AbChain_av_resdiue_weight', 'AbStruc_atom_atom_sum', 'AbChain_basic_content'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgM_human_0.8,"'AbChain_basic_content', 'AbStruc_free_cys', 'AbChain_pI', 'AbChain_length', 'AbStruc_pbonds', 'AbChain_14_charge', 'AbStruc_sasa'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgM_human_0.9,"'AbChain_basic_content', 'AbChain_10_charge', 'AbChain_14_charge', 'AbChain_4_charge', 'AbStruc_proximal_interactions', 'AbStruc_folded_pI', 'AbStruc_folded_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
